CONVERSATION_ID,ASSISTANT_ID,EVENT_POSITION,eventData,eventId,timestamp,typeOfEvent,nluEngineVersion,phrase,predictions,requestLatency
5d0c9f7d-f96e-45ad-a0e7-06975ff5965a,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,80,"{'nluEngineVersion': 'e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 540}",6706de4314519701d6f08b7a,2024-10-09 22:49:23.824,LEXICON_MATCH,e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",540
367977b5-fb7e-4aa5-8580-41bcd47a837f,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,14,"{'nluEngineVersion': 'e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'phrase': 'yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 3218}",6706cf279a99212463d165c3,2024-10-09 21:44:55.732,LEXICON_MATCH,e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5,yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",3218
367977b5-fb7e-4aa5-8580-41bcd47a837f,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,16,"{'nluEngineVersion': 'e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'phrase': 'I said', 'predictions': {'affirmative': 0.986685, 'negative': 0.000309907453, 'none': 0.0285460167}, 'requestLatency': 3218}",6706cf279a99212463d165c4,2024-10-09 21:44:55.734,LEXICON_MATCH,e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5,I said,"{'affirmative': 0.986685, 'negative': 0.000309907453, 'none': 0.0285460167}",3218
7cdfb076-b0d3-43e7-89ef-1313104f1bdb,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,71,"{'nluEngineVersion': '9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 730}",67067d637673c82f4272ca07,2024-10-09 15:56:03.324,LEXICON_MATCH,9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",730
bf6158a1-e7eb-47e1-bf4b-cc9b206731ef,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,74,"{'nluEngineVersion': 'a6f109567b9d330e351f52437db72c06ebe694f2 urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'phrase': '!', 'predictions': {'affirmative': 0.976180375, 'negative': 8.75996e-05, 'none': 0.0483232476}, 'requestLatency': 1237}",670621367673c82f4270319a,2024-10-09 09:22:46.228,LEXICON_MATCH,a6f109567b9d330e351f52437db72c06ebe694f2 urmc-0bbf8416e2dffb4d5af60416f6e94ed5,!,"{'affirmative': 0.976180375, 'negative': 8.75996e-05, 'none': 0.0483232476}",1237
bf6158a1-e7eb-47e1-bf4b-cc9b206731ef,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,82,"{'nluEngineVersion': 'a6f109567b9d330e351f52437db72c06ebe694f2 urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'phrase': 'no', 'predictions': {'affirmative': 0.000664796098, 'negative': 0.995860159, 'none': 0.00135425583}, 'requestLatency': 2213}",670621507673c82f427031fa,2024-10-09 09:23:12.402,LEXICON_MATCH,a6f109567b9d330e351f52437db72c06ebe694f2 urmc-0bbf8416e2dffb4d5af60416f6e94ed5,no,"{'affirmative': 0.000664796098, 'negative': 0.995860159, 'none': 0.00135425583}",2213
bf6158a1-e7eb-47e1-bf4b-cc9b206731ef,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,97,"{'nluEngineVersion': 'a6f109567b9d330e351f52437db72c06ebe694f2 urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'phrase': 'No', 'predictions': {'affirmative': 0.000664796098, 'negative': 0.995860159, 'none': 0.00135425583}, 'requestLatency': 108}",670621787673c82f427032ca,2024-10-09 09:23:52.123,LEXICON_MATCH,a6f109567b9d330e351f52437db72c06ebe694f2 urmc-0bbf8416e2dffb4d5af60416f6e94ed5,No,"{'affirmative': 0.000664796098, 'negative': 0.995860159, 'none': 0.00135425583}",108
bf6158a1-e7eb-47e1-bf4b-cc9b206731ef,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,115,"{'nluEngineVersion': 'a6f109567b9d330e351f52437db72c06ebe694f2 urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'phrase': 'No', 'predictions': {'affirmative': 0.000664796098, 'negative': 0.995860159, 'none': 0.00135425583}, 'requestLatency': 124}",670621937673c82f42703392,2024-10-09 09:24:19.713,LEXICON_MATCH,a6f109567b9d330e351f52437db72c06ebe694f2 urmc-0bbf8416e2dffb4d5af60416f6e94ed5,No,"{'affirmative': 0.000664796098, 'negative': 0.995860159, 'none': 0.00135425583}",124
b4774e52-b5c9-4153-961e-0639d7a88142,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,84,"{'nluEngineVersion': '9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 137}",67067cc514519701d6ea9717,2024-10-09 15:53:25.707,LEXICON_MATCH,9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",137
b4774e52-b5c9-4153-961e-0639d7a88142,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,491,"{'nluEngineVersion': '9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'phrase': 'yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 131}",670683cf14519701d6eafc8e,2024-10-09 16:23:27.653,LEXICON_MATCH,9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5,yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",131
b4774e52-b5c9-4153-961e-0639d7a88142,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,496,"{'nluEngineVersion': '9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'phrase': 'yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 184}",670683cf14519701d6eafc92,2024-10-09 16:23:27.705,LEXICON_MATCH,9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5,yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",184
b4774e52-b5c9-4153-961e-0639d7a88142,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,501,"{'nluEngineVersion': '9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'phrase': 'yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 188}",670683cf14519701d6eafc96,2024-10-09 16:23:27.710,LEXICON_MATCH,9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5,yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",188
d7a8dbee-717f-4822-b5ed-a4cfecbf47ac,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,51,"{'nluEngineVersion': '9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'phrase': 'No one', 'predictions': {'affirmative': 0.000239255547, 'negative': 0.996503174, 'none': 0.00161583873}, 'requestLatency': 1442}",670684bb9a99212463cc640b,2024-10-09 16:27:23.126,LEXICON_MATCH,9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5,No one,"{'affirmative': 0.000239255547, 'negative': 0.996503174, 'none': 0.00161583873}",1442
fdb7d2b9-cd17-424e-801d-f0ec562fc792,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,56,"{'nluEngineVersion': 'e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 1266}",6706b76ff480fd5383ab32a3,2024-10-09 20:03:43.363,LEXICON_MATCH,e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",1266
85620fb5-605b-4788-a1ef-d518156d0ec4,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,49,"{'nluEngineVersion': '9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 172}",6706914e9a99212463cd5f25,2024-10-09 17:21:02.147,LEXICON_MATCH,9fa39a7450e451c50af6cd065449a16961ff1eff urmc-0bbf8416e2dffb4d5af60416f6e94ed5,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",172
456219e6-98ae-42ec-9294-06576c993535,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,60,"{'nluEngineVersion': 'e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 232}",6706c4957673c82f42773afd,2024-10-09 20:59:49.117,LEXICON_MATCH,e04547ebabc1ce823670359ac9eb2f882eac7a1c urmc-0bbf8416e2dffb4d5af60416f6e94ed5,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",232
b7c69433-3e04-459b-90f9-75604a2aad9c,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,51,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'phrase': 'I received as positive today', 'predictions': {'affirmative': 0.99799341, 'negative': 0.000148287421, 'none': 0.00203687092}, 'requestLatency': 1101}",6700756055f202ce26268ddd,2024-10-05 02:08:16.433,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,I received as positive today,"{'affirmative': 0.99799341, 'negative': 0.000148287421, 'none': 0.00203687092}",1101
9d91ed9a-d8ed-4af4-b64a-440933200610,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,47,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'phrase': 'would be great', 'predictions': {'affirmative': 0.99631542, 'negative': 0.000127190302, 'none': 0.00448659062}, 'requestLatency': 5732}",6700449555f202ce2624317b,2024-10-04 22:40:05.205,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,would be great,"{'affirmative': 0.99631542, 'negative': 0.000127190302, 'none': 0.00448659062}",5732
3541a0c5-f8f3-4a2c-b640-57478e0efe22,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,21,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'phrase': 'positive', 'predictions': {'affirmative': 0.997039437, 'negative': 0.000989569817, 'none': 0.00337361265}, 'requestLatency': 3315}",670046f2fd4c301deb1de5c5,2024-10-04 22:50:10.882,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,positive,"{'affirmative': 0.997039437, 'negative': 0.000989569817, 'none': 0.00337361265}",3315
492a68a1-fa9e-422e-b255-4f0063de0e59,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,18,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'phrase': 'Hi yes', 'predictions': {'affirmative': 0.9908849, 'negative': 0.00131454552, 'none': 0.0136637092}, 'requestLatency': 3154}",67003871da6a1c148323bb56,2024-10-04 21:48:17.492,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,Hi yes,"{'affirmative': 0.9908849, 'negative': 0.00131454552, 'none': 0.0136637092}",3154
492a68a1-fa9e-422e-b255-4f0063de0e59,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,20,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'phrase': 'well', 'predictions': {'affirmative': 0.992259, 'negative': 0.000215403838, 'none': 0.0115270317}, 'requestLatency': 3154}",67003871da6a1c148323bb57,2024-10-04 21:48:17.494,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,well,"{'affirmative': 0.992259, 'negative': 0.000215403838, 'none': 0.0115270317}",3154
e1a86e62-0317-49e0-b995-b946011cc714,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,102,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 2761}",67005e1055f202ce26256917,2024-10-05 00:28:48.093,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",2761
0dfce152-cf44-4df1-8574-450a64972014,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,49,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 241}",6700120c55f202ce2621934a,2024-10-04 19:04:28.639,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",241
47db429f-a6dd-43c9-b15f-fd6152d7980a,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,60,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 562}",6700341cda6a1c14832382e6,2024-10-04 21:29:48.352,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",562
1ccf3ea3-aef8-4720-8b29-0f98ed0a0df4,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,14,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-f8af18fcbc10a021a6068c79edd3e93f', 'phrase': 'sure', 'predictions': {'affirmative': 0.99799639, 'negative': 0.00015004, 'none': 0.00279950234}, 'requestLatency': 3805}",66fd7cfd4a29b75ae4994ba6,2024-10-02 20:03:57.286,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-f8af18fcbc10a021a6068c79edd3e93f,sure,"{'affirmative': 0.99799639, 'negative': 0.00015004, 'none': 0.00279950234}",3805
85fc1a40-5a42-44de-b182-79a4f17a2ee5,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,42,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6a3114572dffb9b823623fc3281cb224', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 334}",66fd9fa44a29b75ae49b0bb8,2024-10-02 22:31:48.873,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-6a3114572dffb9b823623fc3281cb224,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",334
f701c6fa-bed9-4944-8ccb-9a2fbb007fea,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,15,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'phrase': '!', 'predictions': {'affirmative': 0.976180375, 'negative': 8.75996e-05, 'none': 0.0483232476}, 'requestLatency': 2862}",670017b1da6a1c1483220b9f,2024-10-04 19:28:33.320,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,!,"{'affirmative': 0.976180375, 'negative': 8.75996e-05, 'none': 0.0483232476}",2862
c6dd4b2c-9fd4-4884-af49-5a5dca0d29c6,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,40,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'phrase': '!', 'predictions': {'affirmative': 0.976180375, 'negative': 8.75996e-05, 'none': 0.0483232476}, 'requestLatency': 1791}",67001318ce37c37834a9f18a,2024-10-04 19:08:56.821,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,!,"{'affirmative': 0.976180375, 'negative': 8.75996e-05, 'none': 0.0483232476}",1791
618887fa-46c0-4f2c-930e-9e236f40a7a3,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,42,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 673}",6700043dda6a1c148320d3e2,2024-10-04 18:05:33.292,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",673
5fb8d3c9-2e83-47b8-8e83-197f43011b23,08fd0ad8-b8bd-4c6d-a1bf-c381dbe24b4d,77,"{'nluEngineVersion': '65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803', 'phrase': 'Yes', 'predictions': {'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}, 'requestLatency': 249}",6700155dfd4c301deb1b58b2,2024-10-04 19:18:37.271,LEXICON_MATCH,65d388268f9c81a5fb065f9cf8445d04396053ce urmc-480f4182e6c89e0232888471a5937803,Yes,"{'affirmative': 0.997796297, 'negative': 0.000598979241, 'none': 0.00255980087}",249
